Text,Label
the accuracies were consistently lower than those obtained with polynomial kernel functions,own_claim
the SVM algorithm employed polynomial kernel functions,own_claim
"Our control composition framework is implemented within DANCE , a portable, extensible object-oriented modeling and animation system",own_claim
24,data
DANCE provides a platform that researchers can use to implement animation and control techniques with minimal design and implementation overhead,background_claim
The core of the system supports four base classes,background_claim
Systems,data
Simulators,data
Actuators,data
Geometries,data
which are loadable as plug-ins in accordance with simple APIs,background_claim
Articulated objects are a System subclass that support skeleton hierarchies,background_claim
"They have kinematic properties and, usually, fully dynamic physical properties as well",background_claim
Our virtual actors,own_claim
are dynamic articulated objects implemented as Systems within DANCE,own_claim
DANCE places no restrictions on the complexity of the controllers,background_claim
An actuator is a generic concept that includes anything that can exert forces or,background_claim
interact in any way with systems or other actuators,background_claim
"gravity, the ground, the collision mechanism, the supervisor controller and individual controllers are implemented as actuators",background_claim
Simulators compute the equations of motion of all the dynamic characters and other systems in DANCE,background_claim
"DANCE offers built in support for SD/FAST, a commercial system which produces optimized simulation code",background_claim
18,data
any simulator that follows a simple,background_claim
API can be dynamically loaded into the system,background_claim
Our simulators are automatically produced by SD/FAST from description files,own_claim
They use Kane’s method for computing articulated dynamics and a fourth order explicit Runge-Kutta time integrator for numerically simulating the motions,own_claim
This allows the user to dynamically load controllers and simulators at runtime,own_claim
Actuators and simulators are implemented as DANCE plug-ins,own_claim
"researchers can exchange, simulators, and controllers in the form of dynamically linked pieces of code",own_claim
Object collisions,own_claim
are handled by the Collision actuator,own_claim
This actuator works on pairs of objects,own_claim
The DANCE API allows it to work with objects that have different simulators,own_claim
Collision detection is based on a library that uses oriented bounding boxes,background_claim
13,data
it can make the system stiff,background_claim
Collision resolution uses a penalty method that corrects geometry interpenetration using spring-and-damper forces,background_claim
it has performed well in our experiments to date,own_claim
The dynamic properties of both models,own_claim
are taken from the biomechanics literature and correspond to a fullyfleshed adult male,own_claim
mass,data
moments of inertia,data
The models are equipped with natural limits both on the motion of the joints and the strength of their muscles,own_claim
DANCE has no built in muscle model and does not enforce the limits automatically,background_claim
Users can implement the model they prefer and include code to enforce the limits of the model,background_claim
Our plug-in control scheme uses rotational spring-and-damper forces for control and enforces the limits on the joints with exponential springs,own_claim
"Most of the controllers for our virtual stuntperson are based on pose control, which has often been used both for articulated objects",own_claim
31,data
and soft objects,own_claim
11,data
Pose control is based on cyclic or acyclic finite state machines with time transitions between the states,background_claim
Each state of the controller can be static or depend on feedback parameters,background_claim
"For some of our controllers, we use continuous control",own_claim
We designed several controllers based in part on experimental studies of how humans detect loss of balance,own_claim
25,data
and analysis of protective and falling behaviors,own_claim
8,data
"The resulting parameterized controllers have been enhanced with appropriate pre-conditions, post-conditions, and expected performance and have been integrated using an arbitration-based supervising controller",own_claim
Each controller has full access to the internal data structures of DANCE including all the information associated with any character or object in the system,own_claim
This allows the controllers to define arbitrary sensors that keep track of necessary information,own_claim
state parameters for feedback loops,data
the state of the environment,data
"For efficiency, the supervisor controller calculates a number of common sensor values that are available to all the controllers",own_claim
Many controller transitions in the control framework happen autonomously,own_claim
taking a protective step in response to losing balance,data
other actions are initiated in a voluntary fashion,own_claim
"a standing character can do any of (1) remain standing using the balance controller, (2) sit-down, (3) walk, and (4) dive",own_claim
"Currently, the user directs these voluntary motions by interactively entering command strings to the supervisor controller which, in turn, directly increases the suitability score of the designated controller and forces the arbitration process to be invoked to select a new active controller",own_claim
The control of voluntary motions could equivalently be delegated to a high-level planner,background_claim
this kind of planning is beyond the scope of our work at present,background_claim
At the heart of our prototype system is a composite controller that is capable of handling a large number of everyday tasks,own_claim
walking,data
balancing,data
bending,data
falling,data
sitting,data
the given controller descriptions are for the 3D character,own_claim
the equivalent 2D controllers are very similar,own_claim
"An autonomous human agent should be able to balance, standing naturally in place",own_claim
the character ought to react naturally either with a restoring motion or with a protective falling behavior depending on which action is appropriate in each case,own_claim
loss of balance,data
Affording a dynamic articulated figure with natural reactions to loss of balance or impending falls is an essential step towards believable autonomous characters,own_claim
This controller is based on an inverted pendulum model,own_claim
12,data
using the ankles to control the body sway,own_claim
the approximation works well in practice,own_claim
the body of the character is not as rigid as the inverted pendulum hypothesis suggests,own_claim
"An animated character should attempt to maintain balance in response to external disturbances by shifting its weight, taking a step or bending at the waist",own_claim
it must,own_claim
the character cannot maintain balance,data
resort to a falling behavior,own_claim
The manner in which people fall depends on a number of factors,background_claim
their physique,data
their age,data
their training,data
19,data
the work,background_claim
"shows that, during a fall, the elderly are more likely to impact their hip first as compared to younger adults falling under the same conditions",background_claim
Our fall controller is designed with the average adult in mind,own_claim
Its main action is,own_claim
to absorb the shock of the impact using mostly the hands,own_claim
The pre-conditions of the fall controller are defined in accordance with those of the balance controller,own_claim
Situations that are beyond the capabilities of the latter should be handled by the fall controller,own_claim
"Our implementation of the fall controller can handle falls in any direction, responding in different ways to falls in different directions",own_claim
Fig. 6,data
Sitting down in a chair and rising from a chair are common everyday tasks,background_claim
We have implemented a controller that can do both depending on the instructions of the animator,own_claim
"Apart from the command string supplied by the user, the pre-conditions are either a balanced upright posture or a balanced sitting posture",own_claim
The postconditions are similarly defined,own_claim
Getting up off the ground is a surprisingly difficult motion to simulate,own_claim
It involves rapid changes of the contact points and significant shifting of the figure’s weight,own_claim
the frictional properties of the ground model can influence the motion,own_claim
The pre-conditions for this controller are straightforward,own_claim
"The character must be lying with its back flat on the ground, within some tolerance",own_claim
The post-conditions are that the character should be on its feet with its center of mass within the support polygon,own_claim
Then it would be up to another controller to take over and bring the character from a crouching position to a standing one,own_claim
some people may choose to roll-over to a prone position before attempting to stand,background_claim
lying on their back,data
We have implemented a roll-over controller that can emulate this action,own_claim
"The pre-conditions of the roll-over controller require a supine posture, and no movement of the center of mass",own_claim
The postconditions of the roll controller are fairly simple,own_claim
they include any prone position for which the character is extended and fairly straight,own_claim
a controller that enables the virtual stuntperson to rise from the prone position,own_claim
Frames 5–9 in Fig. 1,data
fourth frame in Fig. 1,data
Fig. 7,data
the pre-conditions can be fairly relaxed,own_claim
lying face-down,data
Our controller assumes that is has the time to change the state of the character to one from which it knows how to rise,own_claim
it will attempt to get up,own_claim
the figure is not lying on its arms,data
the ground is relatively flat,data
The post-conditions are chosen such that they satisfy the pre-conditions of the balance controller,own_claim
we want our dynamic character to be able to do a variety of other voluntary actions dictated by the animator,own_claim
Such actions can potentially include vigorous and/or physically dangerous actions,own_claim
a large number of researchers contribute controllers,data
the character can eventually be used as a virtual stuntperson,own_claim
It is our hope that,own_claim
The kip is an athletic motion often seen in martial arts films,background_claim
Fig. 9,data
The controller is based on a pose controller whose pre-conditions include a variation of supine positions,own_claim
the first part of the controller makes sure that the character assumes a position suitable for performing the kip,own_claim
"The larger part of the motion is ballistic, which focuses the control mainly at the kick off and landing phases",own_claim
The last part of the controller applies continuous control to bring the stuntman to an erect position from which the balance controller can take over,own_claim
The character can be instructed to lunge forward and upward at a takeoff angle controlled by the user,own_claim
When the hands contact the ground a front-roll is attempted,own_claim
The pre-conditions of this controller are defined be an upright position and little movement of the center of mass,own_claim
"We have also experimented with a multiple character scenario, with one character tackling another",own_claim
Fig. 11,data
the timing of the tackle is scripted,own_claim
"it illustrates the capability of the system to cope with a pair of interacting characters, each equipped with its own supervisory controller",own_claim
We have produced two relatively long animation sequences that demonstrate the potential of the our framework,own_claim
The sequence for the 3D skeleton mode,own_claim
involves controllers whose pre-conditions are provided analytically by the designer,own_claim
Fig. 1,data
Such conditions tend to define square regions within the space defined by the parameters involved,own_claim
such pre-conditions can generally work well,own_claim
the intricacy of the animation produced,own_claim
their simple form,own_claim
We expect to investigate the application of SVM-learned pre-conditions to the 3D model in the future,background_claim
A second animation sequence with the 2D terminator model,own_claim
makes use of a set of controllers having a mix of analytic and learned pre-conditions,own_claim
Fig. 12,data
The analytical pre-conditions prune large parts of the state space and the svm-classifier provides a more accurate success/failure prediction within the remaining region,own_claim
"During the animation sequence, the svm-classifier correctly refined the analytical answer in several cases",own_claim
Most of the computational burden in our approach lies in the numerical simulation of the equations of motion,own_claim
The computations associated with the controllers and our composition framework are negligible in comparison,own_claim
the 2D model simulates in real time,own_claim
the 3D model runs between 5 and 9 times slower than real time on a 733 MHz Pentium III system,own_claim
The challenges of physics-based controller design plus the technical obstacles that researchers face when attempting to share their algorithms has hindered progress in the important area of physicsbased character animation,background_claim
This paper has presented a methodology for ameliorating the problem with a framework which facilitates the exchange and composition of controllers,own_claim
Our framework has been implemented within a freely available system for modeling and animating articulated characters,own_claim
"our system is the first to demonstrate a dynamic anthoropomorphic character with controlled reactions to disturbances or falls in any direction, as well as the ability to pick itself up off the ground in several ways, among other controlled motions",own_claim
We hope that our system will foster collective efforts among numerous practitioners that will eventually result in complex composite controllers capable of synthesizing a full spectrum of human-like motor behaviors,own_claim
it is inevitable that the work presented in this paper is incomplete in many ways,own_claim
the enormous challenge of building controllers capable of large repertoires of dynamic human-like motion,background_claim
"Published control methods for 3D walking, running, and stair climbing make obvious candidates for integration into our system",own_claim
Coping with variable terrain and dynamic environments are dimensions of added complexity that should provide work for years to come,own_claim
Automatic parameterization of controllers to variations in character dimensions and mass is a necessary step for having solutions adaptable to a variety of characters,own_claim
Deriving controllers from motion-capture data is an exciting but difficult prospect,own_claim
some progress is already being made in this area,background_claim
Other methods of “teaching” skills to a dynamic character also warrant investigation,own_claim
intelligently integrating controllers which affect only subsets of DOFs needs to be addressed in order to allow for the parallel execution of controllers,own_claim
Extending this approach to generate natural motion for a full human character has proved to be hard,background_claim
the system is high dimensional,background_claim
the physics constraints make it highly nonlinear,background_claim
defining an objective function that reliably measures the naturalness of human motion is difficult,background_claim
Much of the difficulty in solving this problem appears to result from the physics constraints,background_claim
optimization without physics is effective for editing,background_claim
Gleicher 1998,data
one way to make the problem tractable is to simplify the governing physical laws,background_claim
Liu and Popović [2002],data
Abe and his colleagues [2004],data
many dynamic effects can be preserved by enforcing patterns of linear and angular momentum during the motion,background_claim
Reformulating the dynamics to avoid directly computing the torques also provides a significant performance improvement,background_claim
Fang and Pollard 2003,data
Reducing the number of degrees of freedom to be optimized can also create tractable problems,background_claim
Popović and Witkin [1999],data
significant changes to motion capture data can be made by manually reducing the degrees of freedom to those most important for the task,background_claim
Safonova and her colleagues [2004],data
"an efficient optimization can be achieved in a behavior-specific, low-dimensional space without simplifying the dynamics",background_claim
Liu and her colleagues [2005],data
introduced a novel optimization framework,background_claim
for optimizing appropriate parameters of the objective function from a small set of motion examples and then used the estimated parameters to synthesize a new locomotion,background_claim
Our approach is also part of an alternative set of techniques that relies on motion data to constrain the search to natural looking motions,own_claim
motion graphs can be used to resequence whole-body or facial motions,background_claim
Arikan and Forsyth 2002,data
Kovar et al. 2002,data
Lee et al. 2002,data
Zhang et al. 2004,data
These systems cannot match poses or satisfy such kinematic constraints as end effector constraints unless the motion database happens to contain a motion that satisfies those constraints,background_claim
Motion interpolation,background_claim
does allow isolated constraints to be satisfied,background_claim
Rose et al. 1998,data
Kovar and Gleicher 2004,data
Mukai and Kuriyama 2005,data
interpolation across a complete behavior does not have enough degrees of freedom to allow the specification of full pose constraints or end effector constraints across multiple frames,background_claim
"Recently, interpolation and motion graphs have been combined to obtain some of the advantages of each approach",background_claim
Safonova and Hodgins 2007,data
Statistical models of human motion have also been used for motion synthesis,background_claim
A number of researchers have used variants of Hidden Markov Models,background_claim
to statistically represent human motion,background_claim
Molina Tanco and Hilton 2000,data
Brand and Hertzmann 2000,data
Galata et al. 2001,data
Bregler et al. 1997,data
Brand 1999,data
HMMs learned from human motion data have been used to interpolate key frames,background_claim
Molina Tanco and Hilton 2000,data
Galata et al. 2001,data
synthesize a new style of motion,background_claim
Brand and Hertzmann 2000,data
and generate facial expressions from speech signals,background_claim
Bregler et al. 1997,data
Brand 1999,data
Grzeszczuk and his colleagues[1998],data
developed a neural network approximation of dynamics based on simulated data and use it to animate dynamic models such as fish and lunar landers,background_claim
Urtasun and her colleagues[2006],data
learned linear motion models from pre-aligned motion data via Principal Component Analysis,background_claim
and used them to track 3D human body movements from video by performing nonlinear optimization over a small sliding temporal window,background_claim
Switching linear dynamic system,background_claim
have also been used to model human motion,background_claim
Pavlović and his colleagues [2000],data
"present results for human motion synthesis, classification, and visual tracking using learned SLDS models",background_claim
Li and his colleagues [2002],data
used SLDS to synthesize and edit disco dancing motion,background_claim
Our approach is also to learn a statistical dynamic model from human motion capture data,own_claim
the dynamic behavior of our model is controlled by a continuous control state rather than a discrete hidden state as in HMMs and SLDS,own_claim
This property led us to formulate the motion synthesis problem as a trajectory optimization problem,own_claim
"our system allows the user to specify a variety of spatial-temporal constraints such as end effector constraints throughout the motion, a capability that has not been demonstrated by previous approaches",own_claim
A number of researchers have developed statistical models for human poses and used them to solve the inverse kinematics problem,background_claim
Grochow and colleagues [2004],data
"applied a global nonlinear dimensionality reduction technique, Gaussian Process Latent Variable Model, to human motion data and then used the learned statistical pose model to compute poses from a small set of user-defined constraints",background_claim
Another solution for data-driven inverse kinematics is to interpolate a small set of preexisting examples using constraints,background_claim
This idea has been used to compute human body poses,background_claim
Rose et al. 2001,data
and facial expressions,background_claim
Zhang et al. 2004,data
from kinematic constraints at a single frame,background_claim
These models lack temporal information,background_claim
cannot be used to generate an animation from sparse constraints such as key frames,background_claim
Local statistical models are sufficient,background_claim
the user provides continuous control signals,data
Chai and colleagues [2003],data
presented a real-time vision-based performance animation system that transforms a small set of automatically tracked facial features into facial animation by interpolating examples in a database at run time,background_claim
"They also used a series of local statistical pose models constructed at run time to reconstruct full-body motion from continuous, low-dimensional control signals obtained from video cameras",background_claim
Chai and Hodgins 2005,data
The statistical dynamic model used in this paper was motivated by the dynamic model used for video textures,own_claim
Soatto and his colleagues [2001],data
"a sequence of images of such moving scenes as sea-waves, smoke, and whirlwinds can be modeled by second-order linear dynamic systems",background_claim
They applied the learned dynamic systems to synthesize an “infinite length” texture sequence by sampling noise from a known Gaussian distribution,background_claim
We extend the model to learn an efficient and low-dimensional representation of human motion and use it to generate an animation that achieves the goal specified by the user,own_claim
motion priors learned from prerecorded motion data can be used to create natural human motion that matches constraints specified by the user,own_claim
The combination of the motion prior and the user’s constraints provides sufficient information to produce motion with a natural appearance,own_claim
We preprocess the motion capture data by applying Principal Component Analysis,own_claim
to the motion capture data and obtain a reduced subspace representation for y n,own_claim
Bishop 1996,data
y n = C · x n + D,own_claim
"The dimensionality of the system state, d x , can be automatically determined by choosing the d x for which the singular values drop below a threshold",own_claim
"The goal of our constraint-based motion synthesis problem is to create an animation, H, based on the constraints, E",own_claim
"From Bayes’ theorem, the goal of MAP is to infer the         most likely motion, H, given the user-defined constraints, E",background_claim
p (E|H) p (H) arg max H p(H|E) = arg max H p (E) ∝ arg max H p(E|H)p(H),background_claim
"In our implementation, we minimize the negative log of p(H|E), yielding the following optimization for motion H: ˆ",own_claim
H ˆ = arg min H − ln p(E|H) − ln p(H),own_claim
The system contains three major components,own_claim
The constraints could be any kinematic constraints,own_claim
position,data
orientation,data
the distance between two points on the character,data
They could be specified either at isolated points,own_claim
or across the whole motion,own_claim
Motion prior,data
User-defined Constraints,data
Motion optimization,data
We use an m-order linear time-invariant system to describe the dynamical behavior of the captured motion in the low-dimensional space,own_claim
m,own_claim
x n = A i x n−i + Bu n i=1,own_claim
Ljung 1999,data
This formulation is similar to the linear time-invariant control system commonly adopted in the control community,own_claim
Palm 1999,data
the matrix B is not unique,own_claim
the control input u t is unknown,own_claim
any non-singular transformation of the matrix B represents the motion,own_claim
BT and T −1 u n are also consistent with the dynamic model,own_claim
"To remove this ambiguity, we assume that the matrix B is an orthogonal matrix",own_claim
"we want to identify the statespace model, including system matrices {A i |i = 1, ..., m}, B, and the corresponding control input u m+1:N = [u m+1 , ..., u N ]",own_claim
"the low-dimensional representation of the original motion capture data, x 1:N = [x 1 , ..., x N ]",own_claim
"The matrices {A i |i = 1, ..., m} are dependent on the distribution of u n",own_claim
"To eliminate the ambiguity of the matrices A i , we seek to",own_claim
"find the {A i |i = 1, ..., m} that minimize the sum of the squared control input u n",own_claim
"A ˆ 1 , ..., A ˆ m = arg min A 1 ,...,A m n u n 2",own_claim
The matrices A i can,own_claim
be uniquely found by computing the leastsquare solution,own_claim
"A ˆ 1 , ..., A ˆ m = arg min A 1 ,...,Am n=m+1 N x n − i=1 m A i x n−i 2",own_claim
"We use the estimated matrices {A i |i = 1, ..., m} to compute the control input term",own_claim
"z n = x n − i=1 m A ˆ i x n−i , n = m + 1, ..., N",own_claim
"without noise, the rank of the matrix Z is d u",own_claim
We form a d x × (N − m) matrix by stacking the estimated control inputs z n : z m+1 ... z N = B· u m+1 ... u N (8) Z U,own_claim
Equation (8),data
we can automatically determine the dimensionality of the control input u n by computing the rank of matrix Z,own_claim
noise corrupts the motion capture data,data
the data matrix Z will not be exactly of rank d u,own_claim
"we can perform singular value decomposition (SVD) on the data matrix Z such that Z = W SV T , and then get the best possible rank d u approximation of the data matrix, factoring it into two matrices: B ˆ = W and U ˆ = SV T",own_claim
The dimensionality of the control input (d u ) can be automatically determined by choosing the d u for which the singular values drop below a threshold,own_claim
"Functionally, a statistical dynamic model is similar to a physical dynamic model",own_claim
the linear dynamic model in Equation,own_claim
4,own_claim
"can be used to generate an animation (x m+1:T = [x m+1 , ..., x T ]) by sequentially choosing an appropriate value for the control input (u m+1:T = [u m+1 , ..., u T ])",own_claim
"(x 1:m = [x 1 , ..., x m ])",data
initial values of the system state,data
The main advantage,own_claim
of using a statistical dynamic model for animation is that the dimensionality of the control input in a statistical dynamic model is usually much lower than a physical dynamic model,own_claim
the statistical dynamic model might achieve faster convergence and be less subject to local minima,own_claim
"The number of dimensions of the control input, d u , characterizes the complexity of our dynamic model",own_claim
The average reconstruction error is the L 2 distance between the original test motion and the motion reconstructed from the linear time-invariant system and computed by cross-validation techniques,own_claim
the reconstruction error of the statistical model decreases as both the order of dynamic system and the number of dimensions of the control input increases,own_claim
we choose d u as “zero”,data
our model becomes the linear dynamic model used by,own_claim
Soatto and colleagues [2001],data
and has the largest reconstruction error,own_claim
d u is equal to the number of dimensions of the system state d x,data
the model can be used to represent an arbitrary motion sequence with zero error,own_claim
"In practice, human motion is highly coordinated",background_claim
"the dimensionality of the control input for accurate motion representation, d u , is often much lower than the dimensionality of the system state, d x",own_claim
Constraint-based motion synthesis provides the user with intuitive control over the resulting motion,own_claim
the user specifies a desired motion with various forms of constraints,own_claim
the system then auto-,own_claim
matically finds the animation that best satisfies the user-specified constraints while matching the spatial-temporal properties of the motion capture data,own_claim
key frames,data
end effector target positions,data
joint angle values,data
we represent the system state x t and the control signal u t independently,own_claim
Like physically based optimization,own_claim
Witkin and Kass 1988,data
The motion to be synthesized is,own_claim
"represented as a sequence of system states and control inputs H = (x 1 , ..., x T , ..., u m+1 , ..., u T )",own_claim
"The system allows the user to specify various forms of kinematic constraints E = {e j |j = 1, ..., J} throughout the motion or at isolated points in the motion",own_claim
"For facial animation, the user can specify the positions or orientations of any points on the face, or the distance between any two points",own_claim
"For whole-body animation, the user can specify the positions or orientations of any points on the body, or joint angle values for any joints",own_claim
it is often more intuitive to specify where the projection of a point on the character should be located,own_claim
the system also allows the user to specify the 2D projections of any 3D point on a user-defined screen space,own_claim
"This approach could be used for rotoscoping a video, or for a single camera performance animation",own_claim
The system allows the user to sketch out the motion in greater or lesser detail,own_claim
a novice user might want to control the paths of specific joints or paths over a period of time using a performance animation system,own_claim
a more skilled user might prefer using key frame constraints,own_claim
"Spatially, the constraints could provide either an exact configuration such as a full-body pose or a small subset of the joint angles or end-positions",own_claim
"Temporally, the constraints could be instantaneous constraints for a particular frame, multiple-frame constraints, or continuous constraints over a period of time",own_claim
User-defined constraints can be linear or nonlinear,own_claim
Linear constraints can be used to define joint angle constraints in human body animation and positions in facial animation,own_claim
The most common nonlinear constraints in human body animation might be end effector constraints,own_claim
foot contact constraints,data
"In facial animation, nonlinear constraints can be used to specify the distance between two points on the face or 2D projections of 3D facial points",own_claim
"Mathematically, we can model the likelihood term, − ln p(E|H), as",own_claim
follows,own_claim
"E constraints = − ln p(E|H) ∼ j=1 J β e j − f j (y 1 , ..., y T ) 2 ∼ j=1 J β e j − f j (Cx 1 + D, ..., Cx T + D) 2",own_claim
A good match between the motion and the user-defined constraints results in a low energy solution,own_claim
Many motions might satisfy the user-defined constraints,own_claim
the user specifies a small set of key frames or key trajectories,data
"the number of constraints is not sufficient to completely determine the whole motion sequence, x 1:T",own_claim
"To remove ambiguities, we would like to constrain the generated motion to lie in the space of natural human motions by imposing a prior on the generated motion",own_claim
E prior = − ln p(H),own_claim
"= − ln p(x 1:T , u m+1:T )",own_claim
the current system state x t only depends on the previous system states x t−m:t−1 and the current control input u t,own_claim
Based on the statistical dynamic equation,own_claim
Equation 4,data
"We have p(H) = p(x 1:T , u m+1:T ) T = t=m+1 p(x t |x t−1:t−m , u t ) · p(x 1:m , u m+1:T )",own_claim
the likelihood of the first term on the right side of Equation 11 is measured by the deviation of the statistical dynamic equation,data
"We have the corresponding energy term E prior dynamic = − ln T t=m+1 p(x t |x t−1:t−m , u t ) ∼ −α T t=m+1 x t − i=1 m A i x t−i − Bu t 2",own_claim
"Conceptually, the dynamic prior can be thought as dimensionality reduction of the motion in a spatialtemporal domain",own_claim
It significantly reduces the dimensionality of the motion from the space of x 1:T to the space of the initial state x 1:m and the control input u m+1:T,own_claim
The energy term for the second term on the right side of Equation 11 can be simplified as follows,own_claim
"E prior control = − ln p(x 1:m , u m+1:T ) m T = − t=1 ln p(x t ) − t=m+1 ln p(u t )",own_claim
We model the control input (u t ) as a mixture with K component Gaussian densities,own_claim
"K p(u t ) = Σ k=1 π k N(u t ; φ k , Λ k )",own_claim
Bishop 1996,data
"he function N(u t ; φ j , Λ j ) denotes the multivariate normal density function with mean φ j and covariance matrix Λ j",own_claim
The parameters of the Gaussian mixture models,own_claim
are automatically estimated using an Expectation-Maximization,own_claim
algorithm,own_claim
Bishop 1996,data
"The density function of the initial states, p(x t ), t = 1, ..., m, is also modeled as a mixture of multivariate Gaussian distributions whose parameters are learned from motion data, x 1:N , using the EM algorithm",own_claim
"The training data are the values of control inputs { u n } computed from the original motion capture data ({y n |n = 1, ..., N })",own_claim
section 4,data
we choose weak priors,own_claim
to model the priors for both initial states and control inputs so as not to restrict the type of motions the algorithm can generate,own_claim
"After combining the user-defined constraints and the motion prior, the constraint-based motion synthesis problem becomes the following unconstrained motion optimization problem",own_claim
"arg min x , u E constraint + E prior dynamic + E prior control",own_claim
We follow a standard approach of representing x t and u t using cubic B-splines,own_claim
We solve the optimization problem using sequential quadratic programming,own_claim
Bazaraa et al. 1993,data
where each iteration solves a quadratic programming subproblem,own_claim
the optimization procedure always converges quickly,own_claim
usually less than 100 iterations and less than 30 seconds,own_claim
"Typically, the objective function values decrease rapidly in the early iterations and then level off as they approach the optimal value",own_claim
Figure 4,data
Our optimization framework can also be applied to the problem of generating human body motions for a character whose skeletal model is markedly different from the subjects in the database,own_claim
User-defined constraints for motion retargeting can either be directly computed from the source motion or specified by the user,own_claim
We also add one term in the objective function that measures the difference between the source motion and retargeted motion,own_claim
E dif f = t=1 T y t source − Cx t − D 2,own_claim
Two kinds of constraints were used to generate most of the examples in this paper,own_claim
key-frame constraints,own_claim
key-trajectory constraints,own_claim
We can also combine these two constraints,own_claim
a jumping motion can be created by specifying a start pose and the positions of both feet and root throughout the motion,own_claim
Our behavior-specific statistical motion model is capable of generating a rich variety of actions,own_claim
"we can use a small set of key frames and foot contacts to generate normal walking, climbing over an obstacle, a baby walking, and mickey-mouse style walking",own_claim
Figure 5,data
Our system can also synthesize motion that transitions from one behavior to another by using the statistical model learned from transition data,own_claim
"the user can generate a transition from walking to jumping, from walking to sitting down, and from walking to picking up an object",own_claim
figure 6,data
video,data
the system can generate motions for characters with skeletal dimensions different from those in the database,own_claim
Figure 7,data
we can use motion priors learned from a small sequence of a normal walking motion,own_claim
to create walking on a slope and walking with small steps,own_claim
The user can refine the animation by incrementally modifying the constraints,own_claim
the user can create a slightly different jumping motion by adjusting the positions of both hands at the top of the jump,own_claim
Figure 8,data
The system learns a single statistical model from the whole facial motion capture database and then uses it to create facial animation with a variety of spatial-temporal constraints,own_claim
The user can generate realistic facial animation by combining sparse keyframe constraints,own_claim
and sparse trajectory constraints,own_claim
The user selects six points on the face and specifies the 2D projections on the screen space at three key instants,own_claim
This type of constraint could be extracted by rotoscoping,own_claim
The user can achieve detailed control over facial movement by specifying the trajectories of a small set of 3D facial points,own_claim
The user can also use trajectories of a small set of high-level facial features,own_claim
to generate facial animation,own_claim
video,data
The quality of the final animation depends on the motion priors and the user-defined constraints,own_claim
We evaluate the importance of motion priors by comparing our method against alternative constraint-based motion synthesis methods,own_claim
The first method is a simple linear interpolation of key frames,own_claim
"The second method is trajectory-based inverse kinematics that minimizes the velocity changes of the motion in the original configuration space, y t , without any priors",own_claim
"The third method is a simple data-driven inverse kinematics algorithm that minimizes the velocity changes of the motion in a reduced PCA space, x t",own_claim
"Without the use of the statistical dynamic model, the system can not generate natural motions unless the user specifies a very detailed set of constraints across the entire motion",own_claim
We evaluate how the database influences the final motion by keeping the user-defined constraints constant,own_claim
we can generate a good walking motion with a walking database,own_claim
video,data
"For key-frame constraints, the user defined a sparse set of walking constraints and used them to generate walking motion from the priors learned from a number of different databases",own_claim
The quality of the animation becomes worse when we use a large and general locomotion database to generate walking,own_claim
the system fails to generate a good walking motion,own_claim
"the motion prior is learned from running, hopping, or jumping data",data
the prior from a walking database fails to generate a good jumping motion,own_claim
the mismatch between the prior and the user-defined constraints,own_claim
results become worse when we decrease the number of the userdefined constraints,own_claim
video,data
the numerical error increases steadily,own_claim
when the number of constraints is decreased,own_claim
"0.94, 1.06, 1.81 degrees per joint per frame",data
We observe a noticeable foot sliding artifact on one foot,own_claim
two key trajectories,data
are used to create a walking motion,data
We have presented an approach for generating both full-body movement and facial expression from spatial-temporal constraints while matching the statistical properties of a database of captured motion,own_claim
The system automatically learns a low-dimensional linear dynamic model from motion capture data and then enforces this as spatial-temporal priors to generate the motion,own_claim
"The statistical dynamic equations, together with an automatically derived objective function and user-defined constraints, comprise a trajectory optimization problem",own_claim
"Solving this optimization problem in the lowdimensional space yields optimal, natural motion that achieves the goals specified by the user",own_claim
The system achieves a degree of generality beyond the motion capture data,own_claim
we have generated a motion using constraints that cannot be satisfied directly by any motion in the database and found that the quality of the reconstructed motion was acceptable,own_claim
the system can generate motion for characters whose skeletal models differ significantly from those in the database,own_claim
video,data
we have not yet attempted to assess how far the user’s constraints can stray from the motions in the database before the quality of the resulting animation declines to an unacceptable level,own_claim
This statistically based optimization approach complements a physically based optimization approach and offers a few potential advantages,own_claim
using a low-dimensional statistical dynamic model for the constrained optimization might achieve faster convergence and be less subject to local minima,own_claim
our approach can generate slow and even stylized motions that have proven particularly difficult for physically based optimization,own_claim
the optimization does not require physical models,own_claim
Building anatomically accurate physical models for facial animation or whole-body motion remains challenging,own_claim
There are two limitations of our approach,own_claim
an appropriate database must be available,own_claim
the user cannot specify such dynamic constraints as ground reaction forces or character mass,own_claim
The main focus of this paper has been an exploration of the use of prior knowledge in motion capture data to generate natural motion that best satisfies user-defined constraints,own_claim
Another important issue for building any interactive animation system is to design an intuitive interface to specify the desired motion,own_claim
"In our experiments, most of keyframe constraints were modified from example poses in the database",own_claim
Foot contact constraints were specified by the user directly,own_claim
Key trajectory constraints were extracted from a performance interface using two video cameras,own_claim
Chai and Hodgins 2005,data
the user could rely on commercial animation software such as Maya to specify constraints,own_claim
This process is timeconsuming even for a professional artist,own_claim
it is more difficult for a naive user to specify such constraints,own_claim
One of immediate directions for future work is,own_claim
to design intuitive interfaces that allow the user to specify spatial-temporal constraints quickly and easily,own_claim
